,id,description,title,repin_count
4480,188658671885771083,"This pre-fall favorite is in for a style resurgence as more people embrace a minimalist aesthetic. While the khaki pant is a closet staple, it's often overlooked when highlighting must-have trousers, but the ""clean girl"" look is bringing it in the spotlight. Shop oversized, flared, wide-leg, and more neutral bottoms to expand your basics.",Khakis Are Getting a Style Upgrade,3
4481,188658671885767906,"Don't know what to wear? Try a chic matching set as the base of your look. A coordinating top and bottom is the ideal outfit of choice when nothing in your closet is speaking to you. Shop from editor-fave brands like Alice Pearl, Gucci, Valentino, and more.",Bold Matching Sets to Wear All Season Long,6
4482,188658671885767348,"Basics on basics—do future you a favor and expand your collection of staples so you never run out of things to wear. From ivory blouses to woven basket bags, these luxe additions are what you need to elevate your style.",How to Dress in That Chic Casual Aesthetic You've Been Craving,30
4483,188658671885766530,"Don’t know what to wear? Turn to tailored essentials. Not just for the office, these looks deliver impeccable style. Perfect for now and later, this is the only outfit inspiration you need. Shop sleek waistcoats, oversized blazers, preppy bags, and more.",These Tailored Outfits are the Perfect Office Go-Tos,4
4484,188658671885764116,"No one does bright, bold color like Jacquemus. 💗💚 Choose vivid hues and statements in the making for your next closet upgrade from this bestselling brand.",Jacquemus + Color = Iconic,5
4485,188658671885763410,Find your new fave little black purse here with the Coperni Swipe Bag. 🖤,The Sleekest Purse You'll Ever See,7
4486,188658671885762272,"Covered in shimmering sequins, you’ll make them green with envy. This billowing style will let you float from circle to circle with ease and you never have to worry about tripping in these dressed-up flats.",Step Into the Limelight,8
4487,188658671885758843,"Sometimes, you don't want to glam it up, and we completely get that. On those days, we're definitely choosing to wear chic and comfortable matching sets handpicked by our editors. Terrycloth shorts and button-ups, silky pajamas, lightweight co-ords—the options are limitless.",40+ Matching Sets For Your Lowkey Days,2
4488,188658671885758220,"Unleash your wild side with the animal print you can wear repeatedly. Shop leopard t-shirts, jackets, suiting, accessories, and more.",Leopard Print Looks to Excite Your Wild Side,4
4489,188658671885757224,"Ok, you might not have woken up like this, but presenting yourself with an air of effortlessness is the point. The comfortable fit, playful feathers, iridescent shine—there’s so much to love.",Playful Matching Sets for Your Wedding Guest Moment,3
4490,188658671885752251,"Change up your wardrobe with vacation-ready pieces and unforgettable looks for your upcoming trip. The destination is the main eye-catching wonder, but your outfits will be a close second.",Upgrade Your Vacation Wardrobe with These Must-Have Pieces,1
4546,21181060739041296,"Imbued with a '60s flair, this classic shirtdress is composed of sheer cotton-silk organza embroidered with a mod, oversized floral motif—statement-making on its own, or easy to layer over your swimsuit on your next escape. From @MyRebeccaTaylor",MOD FLEUR SHIRTDRESS,6
4547,21181060739041290,"from @bohemiantraders classic Genoa dress has been re-imagined this season in patchwork stripe combination. Made from 100% cotton, this dress is the ultimate all-occasions piece.",Genoa Midi Dress In Multi Stripe,15
4548,21181060739041286, ,Rainbow Cinnamon Rolls!,15
4558,21181060739041138, ,Navy Blue Stripes Encaustic Cement Tile,4
4563,21181060739041125, ,flower poster,7
4564,21181060739041124, ,"Retro, Colorful, Bright, Brand Design + Typography",5
4566,188658671885751059,"Introducing the Harper's BAZAAR September cover stars! Actress Florence Pugh, poet Amanda Gorman, model Hailey Bieber, and musician Bad Bunny are our featured ICONS—click here to read about the other culture shifters who give us hope. BAZAAR September 2022 Issue (on sale August 30) Photographer: John C. Edmonds",The 2022 Harper's BAZAAR Icons,8
4567,188658671885750424,"Everything is fair and square when it comes to gingham, check, and plaid. These timeless prints are alike yet unique in their own way; the perfect reason to shop it all and then some.",Gingham Prints Perfect for a Picnic Dates,7
4568,188658671885746852,"The hottest dress trend of the season? Showing some skin. These dresses are a cut above the rest with their strategically designed cutouts. We love the sultry sophistication and how each piece is so unique. Hot pink knits from LHD, emerald draped stunners from Proenza Schouler, LBD’s from Jonathan Simkhai, lace-trimmed slip maxis from Sir, beaded statement-makers from Aje—discover them all.",Sultry Cutout Dresses for Your Next Date Night,1
4569,188658671885745557,"Buzzy, bestselling brand Éliou believes in designing jewelry that can be worn multiple ways. Not just a necklace, our exclusive Hero can also be styled as a choker, bracelet, or anklet. We love the vibrant colors, simple seashell pendant, and playful versatility.",You'll Want to Take This ShopBAZAAR Hero to the Beach,2
4570,188658671885745086,Is running errands your only plan for the day? You deserve to look chic no matter what's on the agenda. Scroll through our edit of staples for your wardrobe to last you through summer and into fall.,Elevate Your Basics and Step Up Your Staples,10
4571,188658671885740139,"Don’t know what to wear? Turn to tailored essentials. Not just for the office, these looks deliver impeccable style. Perfect for now and later, this is the only outfit inspiration you need. Shop sleek waistcoats, oversized blazers, preppy bags, and more.",Menswear-Inspired Suiting,17
4572,188658671885739593,"It's almost that time—bomber jackets, trench coats, tweed button-ups, and other cozy outerwear are about to be everywhere you look. Start your coat refresh early with these luxe editor-picks.",Pre-Fall Outfit Planning,11
4573,188658671885737151,"Go to the beach in style from head to toe, starting with your shoes. Our list of raffia sandals is the starting point for your summer and beach outfits. Check them out here!",8 Raffia Sandals for Your Beach Days,0
4574,188658671885736316,We're loving this nautical-chic look from Yara Shahidi for summer!,Yara Shahidi Rocks Summer Outerwear,13
4575,188658671885735850,Courteney Cox looks so casual and chic in her baggy jeans and simple top.,Courteney Cox Enjoying the Sun,8
4576,188658671885732699,"All that glitters is gold with this edit of shining shoes. Discover everything from shimmering sandals, height-boosting stilettos, lustrous platforms, and more gilded footwear to carry you everywhere from casual garden gatherings to formal summer parties.",Style Check: Gold Shoes Are the Current Obsession,2
4577,188658671885731962,"Add a little color to your life with a bright matching set. Perfect for parties, brunches, or simply running errands, these matching sets will be your next obsession.",Bold Summer Sets for Your Day Out Plans,4
4578,188658671885731668,"The perfect way to show a little skin but still stay covered is with sheer pieces. Think diaphanous fabrics, lace panels, and open knit designs.","Sheer Tops, Dresses & Skirts—Oh My!",4
4579,188658671885729223,"Don't arrive at the picnic empty-handed—carry with you an unforgettable basket bag. Perfect for finger foods or beach supplies, these 10 woven purses are all you need for summer.",10 Basket Bags You Need For Summer,1
4580,188658671885728251,"Our edit of minimal dresses, neutral hues, raffia sandals, and more is set to help you check off outfit after outfit from your packing list so all you have to think about is getting to your destination.","Easy, Breezy, & Vacation-Ready",17
4581,188658671885727602,"A monochromatic outfit is a showstopper in and of itself, but pair that with different textures and you've got a look that will catch everyone's eye.",Build Your Own Monochromatic Outfit,8
4582,188658671885724526,"Calle Del Mar is a fast favorite for our team of editors: matching sets, knit tops, bold colors—what's not to love?",A Brand You Want to Know,1
4583,188658671885723850,"Shop all denim must-haves as we approach the fall for a head start on your autumn wardrobe. From jackets to jeans, these luxe pieces will satisfy your denim craving.",Upgrade Your Canadian Tuxedo for Fall,3
4584,188658671885723324,"With a closet full of basics, you'll never run out of pieces to wear. Simple white tanks, terrycloth button-ups, wide-leg trousers—it's all at your fingertips in our edit.",The Pieces You Need to Grow Your Capsule Wardrobe,10
4585,188658671885719843,"Don't know what to wear? These designer dresses are the answer. From minis you'll want to party in to floral gowns for your next brunch date, these luxe pieces will leave you breathless.",Calling All Dress Lovers!,0
